"gene" "sample" "reads" "genotype" "FeatureStart" "FeatureEnd" "P1_nonsyn" "P2_nonsyn" "P1_syn" "P2_syn" "D_nonsyn" "D_syn" "exon_length" "length" "Dtotal" "Dn_cont" "Ds_cont" "Dtotal_cont" "dif_or_not" "dnds"
"87" "ARID3C" "TGU17" 0.755426649889257 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"88" "ARID3C" "TGU26" 0.702360572767141 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"89" "ARID3C" "TGU27" 2.35996212885814 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"90" "ARID3C" "TGU29" 2.2015070658299 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"91" "ARL14EPL" "TGU14" 5.05172351852216 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"92" "ARL14EPL" "TGU17" 4.93912173204478 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"93" "ARL14EPL" "TGU26" 4.93938969750692 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"94" "ARL14EPL" "TGU27" 5.67116004894394 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"95" "ARL14EPL" "TGU29" 5.70716596179794 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"96" "ARL15" "TGU14" 3.677644376739 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"97" "ARL15" "TGU17" 3.73186136619 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"98" "ARL15" "TGU26" 3.48214709161222 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"99" "ARL15" "TGU27" 3.22930467175939 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"100" "ARL15" "TGU29" 3.42644498696146 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"101" "ARRDC3" "TGU14" 3.38053913838475 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"102" "ARRDC3" "TGU17" 4.03232219818376 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"103" "ARRDC3" "TGU26" 3.54667987682609 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"104" "ARRDC3" "TGU27" 3.68571120569778 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"105" "ARRDC3" "TGU29" 3.71772822786818 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"106" "ARSK" "TGU14" 2.56526508763822 "AB" 14055491 14089573 11 1 16 1 1 1 2584 34082 2 0.000386996904024768 0.000386996904024768 0.000773993808049536 "DIF" 0.5
"107" "ARSK" "TGU29" 2.78020550969504 "AA" 14055491 14089573 11 1 16 1 1 1 2584 34082 2 0.000386996904024768 0.000386996904024768 0.000773993808049536 "DIF" 0.5
"108" "ARSK" "TGU27" 2.83018189622532 "AA" 14055491 14089573 11 1 16 1 1 1 2584 34082 2 0.000386996904024768 0.000386996904024768 0.000773993808049536 "DIF" 0.5
"109" "ARSK" "TGU26" 2.89996425718849 "AB" 14055491 14089573 11 1 16 1 1 1 2584 34082 2 0.000386996904024768 0.000386996904024768 0.000773993808049536 "DIF" 0.5
"110" "ARSK" "TGU17" 2.59912269466572 "AB" 14055491 14089573 11 1 16 1 1 1 2584 34082 2 0.000386996904024768 0.000386996904024768 0.000773993808049536 "DIF" 0.5
"111" "ATG12" "TGU14" 6.50763383461523 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"112" "ATG12" "TGU17" 6.53992232168061 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"113" "ATG12" "TGU26" 6.42227016731525 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"114" "ATG12" "TGU27" 6.51417823810134 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"115" "ATG12" "TGU29" 6.54321948366815 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"116" "ATP5F1A" "TGU14" 7.91137057881256 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"117" "ATP5F1A" "TGU17" 7.95581084359168 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"118" "ATP5F1A" "TGU26" 7.89043519836876 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"119" "ATP5F1A" "TGU27" 7.7612148481462 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"120" "ATP5F1A" "TGU29" 7.79068604429388 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"121" "AUH" "TGU14" 3.4019728782046 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"122" "AUH" "TGU17" 3.28666001787111 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"123" "AUH" "TGU26" 3.02980281707866 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"124" "AUH" "TGU27" 3.34191355483089 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"125" "AUH" "TGU29" 3.47115310115745 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"126" "B4GALT1" "TGU29" 2.17697728155982 "AA" 34174138 34201950 0 0 0 0 1 0 4316 27812 1 0.000231696014828545 0 0.000231696014828545 "DIF" 1
"127" "B4GALT1" "TGU17" 2.54695872630043 "AB" 34174138 34201950 0 0 0 0 1 0 4316 27812 1 0.000231696014828545 0 0.000231696014828545 "DIF" 1
"128" "B4GALT1" "TGU26" 2.28845148265669 "AB" 34174138 34201950 0 0 0 0 1 0 4316 27812 1 0.000231696014828545 0 0.000231696014828545 "DIF" 1
"129" "B4GALT1" "TGU27" 2.12804479293405 "AA" 34174138 34201950 0 0 0 0 1 0 4316 27812 1 0.000231696014828545 0 0.000231696014828545 "DIF" 1
"130" "B4GALT1" "TGU14" 2.59858707037281 "AB" 34174138 34201950 0 0 0 0 1 0 4316 27812 1 0.000231696014828545 0 0.000231696014828545 "DIF" 1
"131" "BDP1" "TGU14" 3.96904510513624 "AB" 34936049 34988648 0 1 0 1 1 1 10665 52599 2 9.3764650726676e-05 9.3764650726676e-05 0.000187529301453352 "DIF" 0.5
"132" "BDP1" "TGU29" 4.09928474939948 "AA" 34936049 34988648 0 1 0 1 1 1 10665 52599 2 9.3764650726676e-05 9.3764650726676e-05 0.000187529301453352 "DIF" 0.5
"133" "BDP1" "TGU27" 4.2614908508529 "AA" 34936049 34988648 0 1 0 1 1 1 10665 52599 2 9.3764650726676e-05 9.3764650726676e-05 0.000187529301453352 "DIF" 0.5
"134" "BDP1" "TGU26" 4.19758775095221 "AB" 34936049 34988648 0 1 0 1 1 1 10665 52599 2 9.3764650726676e-05 9.3764650726676e-05 0.000187529301453352 "DIF" 0.5
"135" "BDP1" "TGU17" 4.15986127732052 "AB" 34936049 34988648 0 1 0 1 1 1 10665 52599 2 9.3764650726676e-05 9.3764650726676e-05 0.000187529301453352 "DIF" 0.5
"136" "BRIX1" "TGU14" 5.39553100527772 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"137" "BRIX1" "TGU17" 5.22952347730133 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"138" "BRIX1" "TGU26" 5.29089279065327 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"139" "BRIX1" "TGU27" 5.11452018949616 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"140" "BRIX1" "TGU29" 5.11273723424741 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"141" "BTF3" "TGU14" 7.09879484298339 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"142" "BTF3" "TGU17" 7.11400545862593 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"143" "BTF3" "TGU26" 7.0661245718152 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"144" "BTF3" "TGU27" 6.87474598186641 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"145" "BTF3" "TGU29" 6.95385015574063 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"146" "C7" "TGU17" 6.34825406836886 "AB" 46171258 46195484 0 1 0 1 1 0 4232 24226 1 0.000236294896030246 0 0.000236294896030246 "DIF" 1
"147" "C7" "TGU27" 5.68762076066967 "AA" 46171258 46195484 0 1 0 1 1 0 4232 24226 1 0.000236294896030246 0 0.000236294896030246 "DIF" 1
"148" "C7" "TGU29" 5.98794394317724 "AA" 46171258 46195484 0 1 0 1 1 0 4232 24226 1 0.000236294896030246 0 0.000236294896030246 "DIF" 1
"149" "C7" "TGU26" 6.02316346059378 "AB" 46171258 46195484 0 1 0 1 1 0 4232 24226 1 0.000236294896030246 0 0.000236294896030246 "DIF" 1
"150" "C7" "TGU14" 5.26469678311024 "AB" 46171258 46195484 0 1 0 1 1 0 4232 24226 1 0.000236294896030246 0 0.000236294896030246 "DIF" 1
"151" "C9orf72" "TGU14" 3.26128710624569 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"152" "C9orf72" "TGU17" 3.19293252241951 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"153" "C9orf72" "TGU26" 3.01424854204231 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"154" "C9orf72" "TGU27" 3.16194226154313 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"155" "C9orf72" "TGU29" 3.13009956374183 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"156" "CAAP1" "TGU14" 3.28686174721856 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"157" "CAAP1" "TGU17" 3.26636970725129 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"158" "CAAP1" "TGU26" 3.51196035641473 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"159" "CAAP1" "TGU27" 3.25436854563021 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"160" "CAAP1" "TGU29" 3.27456035468405 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"161" "CARNMT1" "TGU14" 4.92501324974223 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"162" "CARNMT1" "TGU17" 4.92259683192448 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"163" "CARNMT1" "TGU26" 5.22807964879154 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"164" "CARNMT1" "TGU27" 4.83080690885092 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"165" "CARNMT1" "TGU29" 4.67629957631309 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"166" "CBWD1" "TGU17" 4.51125300731419 "AB" 61898225 61920048 0 0 0 0 0 1 1642 21823 1 0 0.000609013398294762 0.000609013398294762 "DIF" 0
"167" "CBWD1" "TGU27" 4.71924262143084 "AA" 61898225 61920048 0 0 0 0 0 1 1642 21823 1 0 0.000609013398294762 0.000609013398294762 "DIF" 0
"168" "CBWD1" "TGU14" 4.53724115147564 "AB" 61898225 61920048 0 0 0 0 0 1 1642 21823 1 0 0.000609013398294762 0.000609013398294762 "DIF" 0
"169" "CBWD1" "TGU26" 4.52601729642281 "AB" 61898225 61920048 0 0 0 0 0 1 1642 21823 1 0 0.000609013398294762 0.000609013398294762 "DIF" 0
"170" "CBWD1" "TGU29" 4.66325833556519 "AA" 61898225 61920048 0 0 0 0 0 1 1642 21823 1 0 0.000609013398294762 0.000609013398294762 "DIF" 0
"171" "CCDC152" "TGU14" 6.22247572546055 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"172" "CCDC152" "TGU17" 6.08558542615079 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"173" "CCDC152" "TGU26" 6.14786057192055 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"174" "CCDC152" "TGU27" 6.30852563273593 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"175" "CCDC152" "TGU29" 5.97944832901354 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"176" "CCNH" "TGU14" 6.22595890785765 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"177" "CCNH" "TGU17" 6.29837319473686 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"178" "CCNH" "TGU26" 6.30389078965819 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"179" "CCNH" "TGU27" 6.16373641956419 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"180" "CCNH" "TGU29" 6.39416064848566 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"181" "CDC14B" "TGU14" 5.39496402321239 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"182" "CDC14B" "TGU17" 5.624694852058 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"183" "CDC14B" "TGU26" 5.42077173599303 "AB" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"184" "CDC14B" "TGU27" 5.02528700487325 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
"185" "CDC14B" "TGU29" 5.02881663742558 "AA" NA NA NA NA NA NA 0 0 NA NA NA 0 0 0 "NOT" 0
