Pos,FST,Ahaps_pi,Bhaps_pi,n.sites,Ahaps_pis,Bhaps_pis,A_Tajima.D,A_n.segregating.sites,A_Rozas.R_2,A_Fu.Li.F,A_Fu.Li.D,A_Fu.F_S,A_Fay.Wu.H,A_Zeng.E,A_Strobeck.S,B_Tajima.D,B_n.segregating.sites,B_Rozas.R_2,B_Fu.Li.F,B_Fu.Li.D,B_Fu.F_S,B_Fay.Wu.H,B_Zeng.E,B_Strobeck.S,dxy,region
120000,0.0109316770186342,202.321428571429,82.0357142857143,1e+05,0.00202321428571429,0.000820357142857143,-1.26869894277438,682,NA,-2.44412555241349,-2.26542494896935,NA,0.845691360438268,-2.32407131345693,NA,-1.01425246672436,261,NA,-1.93948487708729,-1.79547542484485,NA,0.491319012701398,-1.67452876705511,NA,143.75,110002 - 210001 :
130000,0.0110143021535439,227.535714285714,94.75,1e+05,0.00227535714285714,0.0009475,-1.25236157347405,764,NA,-2.36945579536339,-2.1873443520225,NA,0.754224667306721,-2.20005343219242,NA,-0.993227114416554,300,NA,-1.80940938257596,-1.65652192644642,NA,0.378901374226203,-1.50959026781303,NA,162.9375,120002 - 220001 :
140000,0.0146533058059333,243.714285714286,105.714285714286,1e+05,0.00243714285714286,0.00105714285714286,-1.21941361272826,812,NA,-2.29593399409097,-2.11712021744079,NA,0.714398734239452,-2.11688771489048,NA,-1.01082384786203,336,NA,-1.74979890999608,-1.58212963436669,NA,0.293467672253831,-1.40111051266711,NA,177.3125,130002 - 230001 :
150000,0.0141840837788886,275.214285714286,123.178571428571,1e+05,0.00275214285714286,0.00123178571428571,-1.21048948521584,915,NA,-2.26313612787784,-2.08348370915574,NA,0.705644344906991,-2.09287659938759,NA,-1.02833928447696,393,NA,-1.75580722259732,-1.58190224735744,NA,0.235545842696804,-1.35566572591391,NA,202.0625,140002 - 240001 :
160000,0.0167787890779592,304.464285714286,139.214285714286,1e+05,0.00304464285714286,0.00139214285714286,-1.175395884151,1004,NA,-2.17546357936293,-1.99809462779,NA,0.649465602092033,-2.00313973375312,NA,-0.986455934236478,440,NA,-1.6926002957871,-1.52676595223648,NA,0.27889021474774,-1.36161490976528,NA,225.625,150002 - 250001 :
170000,0.0182363401792257,345.357142857143,157.428571428571,1e+05,0.00345357142857143,0.00157428571428571,-1.12619561079246,1126,NA,-2.12144524541861,-1.95631086966789,NA,0.735416683455057,-2.06791287275692,NA,-0.981609266892628,497,NA,-1.7362051595234,-1.57787675945379,NA,0.321741117709772,-1.41417537805267,NA,256.0625,160002 - 260001 :
180000,0.0180341799641209,386.464285714286,170.678571428571,1e+05,0.00386464285714286,0.00170678571428571,-1.11927609751103,1258,NA,-2.08824411473418,-1.92144988597902,NA,0.72127318808727,-2.03347417714182,NA,-0.974824667899141,538,NA,-1.69424624121555,-1.53304505031123,NA,0.26288498886983,-1.3225458827754,NA,283.6875,170002 - 270001 :
190000,0.0235745304833347,426.964285714286,191.357142857143,1e+05,0.00426964285714286,0.00191357142857143,-1.09771760631879,1383,NA,-2.06316069890741,-1.90153617916897,NA,0.722665330986033,-2.01736445226816,NA,-0.958641244870532,601,NA,-1.7013030081381,-1.54731126901026,NA,0.286954238951407,-1.36759362172272,NA,316.625,180002 - 280001 :
2e+05,0.0232811111258511,451.821428571429,205.571428571429,1e+05,0.00451821428571429,0.00205571428571429,-1.09018356645702,1461,NA,-2.05902291123461,-1.89980690433865,NA,0.754428705308085,-2.04570237032607,NA,-0.940112333058221,643,NA,-1.67371883825851,-1.5233609913353,NA,0.295263047454578,-1.36331227378759,NA,336.53125,190002 - 290001 :
210000,0.0246445610972275,500.964285714286,227.321428571429,1e+05,0.00500964285714286,0.00227321428571429,-1.08506841424858,1618,NA,-2.05549765172363,-1.89780939911349,NA,0.792928759274365,-2.08595830306522,NA,-0.946481005876223,712,NA,-1.72258695774773,-1.57607014163015,NA,0.374071355192481,-1.46542309360648,NA,373.34375,200002 - 300001 :
220000,0.0294297073858247,561.642857142857,262.25,1e+05,0.00561642857142857,0.0026225,-1.02596902503904,1790,NA,-1.9562807162087,-1.80883057950593,NA,0.798068391139132,-2.03840172546266,NA,-0.938912430822212,820,NA,-1.68428025495139,-1.53566671305844,NA,0.317947188055237,-1.38036098110371,NA,424.4375,210002 - 310001 :
230000,0.0312462683596688,591.642857142857,277.571428571429,1e+05,0.00591642857142857,0.00277571428571429,-0.991034229514136,1871,NA,-1.93806453654185,-1.80196867453238,NA,0.858302226815135,-2.08928487688152,NA,-0.907732141931963,862,NA,-1.70413296089321,-1.57035383103663,NA,0.42379976539442,-1.49985344759395,NA,448.625,220002 - 320001 :
240000,0.0345699346905926,617.321428571429,282.821428571429,1e+05,0.00617321428571429,0.00282821428571429,-0.969680986753704,1943,NA,-1.92084355548304,-1.79088936865679,NA,0.887717274168425,-2.11549499142838,NA,-0.911392056660279,879,NA,-1.71498227298513,-1.58117781832803,NA,0.432088414167707,-1.51798007664627,NA,466.1875,230002 - 330001 :
250000,0.0357239304039175,614.892857142857,277.785714285714,1e+05,0.00614892857142857,0.00277785714285714,-0.952379828223818,1928,NA,-1.90338990734252,-1.77795918251082,NA,0.914372842597237,-2.13137831463613,NA,-0.90418781344897,862,NA,-1.72589658665883,-1.59635864117629,NA,0.474612672449618,-1.57044110036277,NA,462.875,240002 - 340001 :
260000,0.0349152576550402,588.928571428571,265.714285714286,1e+05,0.00588928571428571,0.00265714285714286,-0.948434810990466,1845,NA,-1.89998059689376,-1.77566224095075,NA,0.936808939400871,-2.1464129961762,NA,-0.923329950286577,828,NA,-1.7490648897011,-1.61504889362149,NA,0.459092070001607,-1.5744639280394,NA,442.78125,250002 - 350001 :
270000,0.0352171213922696,562.392857142857,256.285714285714,1e+05,0.00562392857142857,0.00256285714285714,-0.935784291049512,1757,NA,-1.88347399208781,-1.76197886990258,NA,0.922605331874748,-2.1201141527015,NA,-0.913983260914721,797,NA,-1.68275305663015,-1.54374766668057,NA,0.416748750997189,-1.5111861434263,NA,424.28125,260002 - 360001 :
280000,0.0365193042916381,544.107142857143,254.678571428571,1e+05,0.00544107142857143,0.00254678571428571,-0.946826063410633,1704,NA,-1.91656643662622,-1.79506645315222,NA,0.938609749273602,-2.15584186176744,NA,-0.937005759353549,796,NA,-1.71353283452809,-1.56950779656873,NA,0.425054999147831,-1.54399026642792,NA,414.53125,270002 - 370001 :
290000,0.0365712469637477,518.928571428571,238.928571428571,1e+05,0.00518928571428571,0.00238928571428571,-0.92949400923737,1619,NA,-1.88878388226312,-1.77047263875387,NA,0.946620052628453,-2.14917014548412,NA,-0.944396293016933,748,NA,-1.69558722850662,-1.54633596237163,NA,0.394244218199524,-1.49147866355495,NA,393.3125,280002 - 380001 :
3e+05,0.0373281879034764,493.321428571429,228.321428571429,1e+05,0.00493321428571429,0.00228321428571429,-0.920203152464271,1536,NA,-1.87305481598417,-1.75634756448317,NA,0.924088552013378,-2.12039646159386,NA,-0.945646635907727,715,NA,-1.69461197085543,-1.54476186821017,NA,0.360955801740135,-1.45595394933644,NA,374.8125,290002 - 390001 :
310000,0.0369487485101317,447.964285714286,208.535714285714,1e+05,0.00447964285714286,0.00208535714285714,-0.897759375738673,1388,NA,-1.84124549526858,-1.72921957610307,NA,0.895371991615673,-2.06865228031581,NA,-0.924205940335113,650,NA,-1.63320328124675,-1.48378915210828,NA,0.316861617844338,-1.38132611595004,NA,340.84375,300002 - 400001 :
320000,0.0342735820442835,371.178571428571,168.964285714286,1e+05,0.00371178571428571,0.00168964285714286,-0.913230657629844,1154,NA,-1.88176073003215,-1.76899161655096,NA,0.899337247006281,-2.09771779750864,NA,-0.926788854567685,527,NA,-1.66105095591162,-1.51437777332407,NA,0.390355648327601,-1.4812209656311,NA,279.65625,310002 - 410001 :
330000,0.0325528486112432,314.285714285714,141.321428571429,1e+05,0.00314285714285714,0.00141321428571429,-0.935863542664075,982,NA,-1.87660596816393,-1.75430173858326,NA,0.845412486611391,-2.03905647263586,NA,-0.959490629723361,444,NA,-1.63176297697829,-1.46855220336422,NA,0.275463475325671,-1.34276047013074,NA,235.46875,320002 - 420001 :
340000,0.0248521724226587,278.285714285714,128.107142857143,1e+05,0.00278285714285714,0.00128107142857143,-0.906575457520234,864,NA,-1.82802430374761,-1.71091200201312,NA,0.820773122399138,-1.97940539939209,NA,-0.873334662150838,395,NA,-1.52297734958714,-1.3794355982138,NA,0.282264032578287,-1.28750300091911,NA,208.375,330002 - 430001 :
350000,0.0253257929677912,241.535714285714,112.392857142857,1e+05,0.00241535714285714,0.00112392857142857,-0.900859221281859,749,NA,-1.82157230212952,-1.70590804197889,NA,0.79349044638687,-1.95353870673649,NA,-0.838778620166225,344,NA,-1.44177840875658,-1.30129616138994,NA,0.218600738699384,-1.17332595293173,NA,181.5625,340002 - 440001 :
360000,0.0271555996035693,209.535714285714,97.2142857142857,1e+05,0.00209535714285714,0.000972142857142857,-0.902280902050987,650,NA,-1.86166135888992,-1.7507331372827,NA,0.847686423463169,-2.0351021395968,NA,-0.829828976878676,297,NA,-1.4551361289025,-1.3200340115653,NA,0.273544887649543,-1.22481025678387,NA,157.65625,350002 - 450001 :
370000,0.0283533260632509,174.785714285714,79.7857142857143,1e+05,0.00174785714285714,0.000797857142857143,-0.942253984207159,547,NA,-1.89158840395656,-1.76895261866849,NA,0.818667543168882,-2.02061887610001,NA,-0.852787254698218,245,NA,-1.56833883349068,-1.43920201882614,NA,0.337532021544344,-1.31691172060443,NA,131,360002 - 460001 :
380000,0.0291176600149765,136.571428571429,60.2142857142857,1e+05,0.00136571428571429,0.000602142857142857,-0.872416356259979,421,NA,-1.77598791025211,-1.66578996132018,NA,0.879932387354828,-2.02815320688546,NA,-0.803403446669557,183,NA,-1.54499490236174,-1.43245182707967,NA,0.369684409896456,-1.32829614376675,NA,101.34375,370002 - 470001 :
390000,0.0218270008084067,102.714285714286,48.5357142857143,1e+05,0.00102714285714286,0.000485357142857143,-0.905907362941373,319,NA,-1.82673865981556,-1.71022973805336,NA,0.875258918465249,-2.0513904597418,NA,-0.721489083719098,145,NA,-1.46053570894563,-1.369233810561,NA,0.366476195580953,-1.26731522231745,NA,77.3125,380002 - 480001 :
4e+05,0.0266170786844597,82.75,36.4285714285714,1e+05,0.0008275,0.000364285714285714,-0.832749744316588,253,NA,-1.67541995789751,-1.56801694442637,NA,0.849770231039293,-1.9520402953041,NA,-0.72695147917461,109,NA,-1.44647112498581,-1.35168654663117,NA,0.399046566423538,-1.29781800159984,NA,61.21875,390002 - 490001 :
410000,0.0349600709849157,67.4642857142857,29.6428571428571,1e+05,0.000674642857142857,0.000296428571428571,-0.803185423284225,205,NA,-1.63857496463191,-1.53813462202974,NA,0.902217704321152,-1.98214083073536,NA,-0.687866595551908,88,NA,-1.3314973428735,-1.23744346715914,NA,0.245398095680003,-1.10188895017821,NA,50.3125,400002 - 500001 :
420000,0.0335097001763667,61.6785714285714,26.3928571428571,1e+05,0.000616785714285714,0.000263928571428571,-0.841849579060375,189,NA,-1.6918887844872,-1.58338885328205,NA,0.83496633302266,-1.91871965263527,NA,-0.665342899024255,78,NA,-1.2657259715031,-1.17218514546627,NA,0.199016805273082,-1.0414059810108,NA,45.5625,410002 - 510001 :
430000,0.0418517652560205,50.9285714285714,22.25,1e+05,0.000509285714285714,0.0002225,-0.748181711802418,153,NA,-1.5962486425281,-1.51207535342227,NA,0.91841577014734,-1.94437765763284,NA,-0.608166380136437,65,NA,-1.22580098652497,-1.14952247755219,NA,0.163975826713059,-0.974158037027769,NA,38.1875,420002 - 520001 :
440000,0.0684636118598384,21.9285714285714,8.92857142857143,1e+05,0.000219285714285714,8.92857142857143e-05,-1.01672566814488,70,NA,-1.84524463907008,-1.69136581202539,NA,0.75941018468233,-1.89210491027714,NA,-1.06785349557706,29,NA,-1.88320710560481,-1.72086325789494,NA,0.0773652092065958,-1.14530573174149,NA,16.5625,430002 - 530001 :
450000,0.122002085505735,10.4642857142857,4.57142857142857,1e+05,0.000104642857142857,4.57142857142857e-05,-1.07534097369494,34,NA,-1.6895898521317,-1.49881445717936,NA,0.45871078725707,-1.44889122497141,NA,-1.07344446192883,15,NA,-1.51966168901242,-1.32033025661886,NA,-0.555247524058741,-0.244482507898739,NA,8.5625,440002 - 540001 :
460000,0.116564417177914,12.1428571428571,5.85714285714286,1e+05,0.000121428571428571,5.85714285714286e-05,-0.915940423122165,38,NA,-1.44139223190255,-1.27827394910359,NA,0.524954023654428,-1.39822067207249,NA,-1.04198217053163,19,NA,-1.62856126802764,-1.44964136204069,NA,-0.226447829823451,-0.594285494818285,NA,10.1875,450002 - 550001 :
470000,0.116564417177914,12.1428571428571,5.85714285714286,1e+05,0.000121428571428571,5.85714285714286e-05,-0.915940423122165,38,NA,-1.44139223190255,-1.27827394910359,NA,0.524954023654428,-1.39822067207249,NA,-1.04198217053163,19,NA,-1.62856126802764,-1.44964136204069,NA,-0.226447829823451,-0.594285494818285,NA,10.1875,460002 - 560001 :
480000,0.080540858318636,9.35714285714286,4.60714285714286,1e+05,9.35714285714286e-05,4.60714285714286e-05,-0.864993930521078,29,NA,-1.3483317146638,-1.19489635139828,NA,0.284696581119597,-1.05401964358178,NA,-0.747168069043719,14,NA,-1.3042631748594,-1.1956172263242,NA,-0.0735789635375805,-0.495122687254189,NA,7.59375,470002 - 570001 :
490000,0.101158301158301,7.10714285714286,3.28571428571429,1e+05,7.10714285714286e-05,3.28571428571429e-05,-0.409262079056693,20,NA,-0.848317293463294,-0.803068578238094,NA,0.775787442210091,-1.17261580772946,NA,-0.732961950423069,10,NA,-1.45851301871554,-1.37660429452176,NA,0.388316008153716,-0.925166280153837,NA,5.78125,480002 - 580001 :
5e+05,0.0990615224191868,4.67857142857143,3.03571428571429,1e+05,4.67857142857143e-05,3.03571428571429e-05,-0.338540363649536,13,NA,-0.733808101479299,-0.701787265633997,NA,1.01785402355289,-1.32030513372008,NA,-0.614394096303224,9,NA,-1.26710942891548,-1.20454670791336,NA,0.316780577317804,-0.754694279725706,NA,4.28125,490002 - 590001 :
510000,0.0990615224191868,4.67857142857143,3.03571428571429,1e+05,4.67857142857143e-05,3.03571428571429e-05,-0.338540363649536,13,NA,-0.733808101479299,-0.701787265633997,NA,1.01785402355289,-1.32030513372008,NA,-0.614394096303224,9,NA,-1.26710942891548,-1.20454670791336,NA,0.316780577317804,-0.754694279725706,NA,4.28125,500002 - 600001 :
520000,0.0990615224191868,4.67857142857143,3.03571428571429,1e+05,4.67857142857143e-05,3.03571428571429e-05,-0.338540363649536,13,NA,-0.733808101479299,-0.701787265633997,NA,1.01785402355289,-1.32030513372008,NA,-0.614394096303224,9,NA,-1.26710942891548,-1.20454670791336,NA,0.316780577317804,-0.754694279725706,NA,4.28125,510002 - 610001 :
530000,0.0990615224191868,4.67857142857143,3.03571428571429,1e+05,4.67857142857143e-05,3.03571428571429e-05,-0.338540363649536,13,NA,-0.733808101479299,-0.701787265633997,NA,1.01785402355289,-1.32030513372008,NA,-0.614394096303224,9,NA,-1.26710942891548,-1.20454670791336,NA,0.316780577317804,-0.754694279725706,NA,4.28125,520002 - 620001 :
540000,0.0990615224191868,4.67857142857143,3.03571428571429,1e+05,4.67857142857143e-05,3.03571428571429e-05,-0.338540363649536,13,NA,-0.733808101479299,-0.701787265633997,NA,1.01785402355289,-1.32030513372008,NA,-0.614394096303224,9,NA,-1.26710942891548,-1.20454670791336,NA,0.316780577317804,-0.754694279725706,NA,4.28125,530002 - 630001 :
550000,0.0816326530612245,1.92857142857143,1.28571428571429,1e+05,1.92857142857143e-05,1.28571428571429e-05,0.000462724105986895,5,NA,-0.0478138347883964,-0.0531401198509887,NA,0.768113436481462,-0.738186112321973,NA,-0.726730625172496,4,NA,-1.34537070888936,-1.26508492366469,NA,0.770564616452997,-1.16431403321424,NA,1.75,540002 - 640001 :
560000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,550002 - 650001 :
570000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,560002 - 660001 :
580000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,570002 - 670001 :
590000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,580002 - 680001 :
6e+05,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,590002 - 690001 :
610000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,600002 - 700001 :
620000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,610002 - 710001 :
630000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,620002 - 720001 :
640000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,630002 - 730001 :
650000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,640002 - 740001 :
660000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,650002 - 750001 :
670000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,660002 - 760001 :
680000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,670002 - 770001 :
690000,0,0,0,1e+05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,680002 - 780001 :
7e+05,0.0213464696223318,4.60714285714286,6.03571428571429,1e+05,4.60714285714286e-05,6.03571428571429e-05,-0.747168069043719,14,NA,-1.3042631748594,-1.1956172263242,NA,0.907473883630148,-1.52745775602657,NA,-0.409700426409528,17,NA,-0.744872906581517,-0.687730967190977,NA,0.602729014400479,-0.968851983204156,NA,5.4375,690002 - 790001 :
710000,0.0305250305250306,7.14285714285714,7.03571428571429,1e+05,7.14285714285714e-05,7.03571428571429e-05,-1.02108145242875,23,NA,-1.89675922990325,-1.75566575096622,NA,1.02037853230688,-1.96223252353026,NA,-0.685338008608782,21,NA,-1.24471547212029,-1.14722647051547,NA,0.708598250159428,-1.3305619294255,NA,7.3125,700002 - 800001 :
720000,0.0305250305250306,7.14285714285714,7.03571428571429,1e+05,7.14285714285714e-05,7.03571428571429e-05,-1.02108145242875,23,NA,-1.89675922990325,-1.75566575096622,NA,1.02037853230688,-1.96223252353026,NA,-0.685338008608782,21,NA,-1.24471547212029,-1.14722647051547,NA,0.708598250159428,-1.3305619294255,NA,7.3125,710002 - 810001 :
730000,0.00962649210627642,11.75,11.2142857142857,1e+05,0.0001175,0.000112142857142857,-1.0591412888045,38,NA,-1.97540200456524,-1.82545961363732,NA,1.10038439573717,-2.17527576639519,NA,-0.770845440747554,34,NA,-1.31893908684925,-1.19562713594441,NA,0.648907942949026,-1.39856613505996,NA,11.59375,720002 - 820001 :
740000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,730002 - 830001 :
750000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,740002 - 840001 :
760000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,750002 - 850001 :
770000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,760002 - 860001 :
780000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,770002 - 870001 :
790000,-0.00171657448025919,23.25,23.6428571428571,1e+05,0.0002325,0.000236428571428571,-0.943955928415554,73,NA,-1.81673129248001,-1.68694118617916,NA,0.953319979316314,-1.98527146104188,NA,-0.990107576308183,75,NA,-1.74502977327534,-1.58824965775244,NA,0.753737381870342,-1.79742418711757,NA,23.40625,780002 - 880001 :
8e+05,-0.00869565217391299,18.6428571428571,17.6071428571429,1e+05,0.000186428571428571,0.000176071428571429,-0.975622270884955,59,NA,-1.87506961827013,-1.74147400917655,NA,0.921334255291418,-1.9554477683052,NA,-1.14895083916826,58,NA,-1.99038497589132,-1.8054571859904,NA,0.766783615261088,-1.93267408200236,NA,17.96875,790002 - 890001 :
810000,-0.0163661581137311,16.1071428571429,16.6071428571429,1e+05,0.000161071428571429,0.000166071428571429,-0.886281755455714,50,NA,-1.6809732502941,-1.55751184622177,NA,0.866830048398548,-1.79313973309897,NA,-1.09183148454692,54,NA,-1.86838406558713,-1.69016127792066,NA,0.733415305574026,-1.83403739806466,NA,16.09375,800002 - 900001 :
820000,-0.0163661581137311,16.1071428571429,16.6071428571429,1e+05,0.000161071428571429,0.000166071428571429,-0.886281755455714,50,NA,-1.6809732502941,-1.55751184622177,NA,0.866830048398548,-1.79313973309897,NA,-1.09183148454692,54,NA,-1.86838406558713,-1.69016127792066,NA,0.733415305574026,-1.83403739806466,NA,16.09375,810002 - 910001 :
830000,-0.0128495842781557,11.5,12.4285714285714,1e+05,0.000115,0.000124285714285714,-0.788980678417208,35,NA,-1.50896282778044,-1.40241358662586,NA,0.718950950844787,-1.4966119311112,NA,-1.14574951486315,41,NA,-1.98974924492158,-1.80845390405888,NA,0.790150110709108,-1.91143047246085,NA,11.8125,820002 - 920001 :
840000,0,1,2,1e+05,1e-05,2e-05,-1.53470372452201,4,NA,-2.35439874055637,-2.13318667657638,NA,0.770564616452997,-1.6495562766778,NA,-1.70118207177714,8,NA,-2.34629726268295,-2.0447307685801,NA,2.40014466615777e-16,-1.1746986810082,NA,1.5,830002 - 930001 :
